date,DayRec,DTA,StR,ROA,ROE,DTE,deltaROA
2009q4,9.547856723429243,0.28264774564397344,9.42619926199262,0.20576612178911444,0.7352374839537869,1.0099486521181,0.15245447454957345
2010q1,15.140274802779375,0.3055939226519337,5.9444099378881985,0.13324125230202577,0.5034794711203897,1.154749478079332,-0.07252486948708867
2010q2,37.614053487152596,0.3171090748787707,2.392722710163112,0.056962025316455694,0.2291033434650456,1.2754242654508612,-0.07627922698557008
2010q3,38.57468932285062,0.29556262803628913,2.3331360946745563,0.0543459174714662,0.2316616766467066,1.2599020708582833,-0.0026161078449894945
2010q4,36.425339366515836,0.3021840315073398,2.4708074534161493,0.055853920515574654,0.23327102803738317,1.2620560747663552,0.0015080030441084538
2011q1,40.26790185277917,0.3709663900762719,2.235030777839955,0.048277596178023637,0.23811492352211658,1.8296816866473748,-0.007576324337551017
2011q2,39.11827956989247,0.3518071076210611,2.3007146783947223,0.04696466324373301,0.209498147524419,1.569327495228472,-0.0013129329342906268
2011q3,34.435318275154,0.3694914369256474,2.6135957066189626,0.05036027568922306,0.24109486314210724,1.768903887014123,0.003395612445490047
2011q4,36.13374880153403,0.3753536623703238,2.4907462686567166,0.04636906633134234,0.24842105263157896,2.0109473684210526,-0.003991209357880714
2012q1,39.150000000000006,0.3829787234042553,2.2988505747126435,0.04474121020069413,0.25895196506550217,2.2165938864628822,-0.0016278561306482114
2012q2,18.973662454234084,0.39098811424516583,4.743417366946779,0.04766973314072835,0.27189939288811793,2.2301243133853714,0.00292852294003422
2012q3,13.058051410266428,0.3843365117203019,6.892299407646742,0.13960071513706793,0.7475069804547267,2.0579710144927534,0.09193098199633958
2012q4,35.02566495566962,0.38644169030909364,2.5695443645083933,0.044646856801552934,0.273184102329831,2.36455002284148,-0.09495385833551499
