date,DayRec,DTA,StR,ROA,ROE,DTE,deltaROA
2012q1,27.370613975851544,0.3375594970363494,3.288198068169202,-0.058147233360622295,-0.11219232970807098,0.651305044088987,-0.07051269843326853
2012q2,28.538332618433795,0.36155681893364966,3.153653060370675,-0.1032841100437316,-0.23234773129854203,0.8133575104552077,-0.045136876683109305
2012q3,27.934590353409195,0.3331201250059026,3.2218120567147035,-0.10588497911560041,-0.25454429123091626,0.8008107176543676,-0.0026008690718688082
2012q4,20.399809511440136,0.3261104354498853,4.411805901889836,-0.043675264607520206,-0.09200196878972547,0.6869518106845793,0.0622097145080802
2013q1,14.05012667941832,0.3036376257102812,6.405636194856432,0.017586722583987496,0.03821971275265946,0.6598695567139177,0.0612619871915077
2013q2,22.206817273791415,0.34536514962658094,4.052809499460258,-0.04275518695122246,-0.10200319285117657,0.8239549508139464,-0.06034190953520996
2013q3,10.079505177081298,0.3058385875145431,8.929009749867614,0.09625228923859808,0.23126845722123474,0.7348481667576406,0.13900747618982054
2013q4,9.151238633187203,0.2675954193154426,9.834734248281174,0.19764364084738667,0.47736311114733715,0.6463156686727518,0.1013913516087886
2014q1,2.0347720210604416,0.2986725049037858,44.230999379033925,0.20093296955485293,0.45098814426432327,0.6703616585558103,0.0032893287074662603
2014q2,30.973490133545944,0.3343210576860878,2.9057106451986563,-0.022020406335368493,-0.04521242291232726,0.6864298877319973,-0.22295337589022143
2014q3,18.1223025570769,0.32278172388861,4.966256341684037,-0.024843083042879827,-0.05479272432514049,0.7119120434325948,-0.002822676707511334
2014q4,73.82854464018436,0.23848420768668988,1.2190406900018131,0.017788925281455734,0.04917039597051223,0.6591945684820374,0.04263200832433556
2015q1,18.10574566595687,0.241239851656566,4.9707977600293765,-0.1254312583115544,-0.49631673912425767,0.9545577245474952,-0.14322018359301014
