date,DayRec,DTA,StR,ROA,ROE,DTE,deltaROA
2010q2,12.543389081729252,0.03141688050488938,7.175094339622642,0.1322560510437617,0.19550953454992823,0.04644248513430387,0.050102933761366666
2010q3,48.539130434782614,0.033467368870543024,1.8541741311357935,0.039783645292150026,0.05786749482401656,0.04868012422360248,-0.09247240575161167
2010q4,51.89591078066915,0.03277677912979351,1.734240687679083,0.03159568584070797,0.045934264750226154,0.04765135524508326,-0.008187959451442059
2011q1,52.89427052569403,0.032811276879863696,1.7015075376884423,0.03612377400193397,0.05281761260351444,0.0479743149532081,0.004528088161226004
2011q2,14.038872595317393,0.031737565008667826,6.4107711918419374,0.1422189625283371,0.21670222493142335,0.04835924006908463,0.10609518852640312
2011q3,48.52984706462753,0.02207322839964872,1.8545288197621226,0.04357224886847261,0.06515809677745227,0.03300838468532175,-0.0986467136598645
2011q4,50.41748317287211,0.01983872239303533,1.7850950570342206,0.04071358583640234,0.06002490660024907,0.029248650892486506,-0.0028586630320702675
2012q1,52.44695898161245,0.019284281916092105,1.7160194174757282,0.037853183723131,0.055031446540880505,0.02803573768343815,-0.0028604021132713417
2012q2,12.081779606532082,0.017911412867765923,7.449233716475096,0.14374393792434528,0.2141412195356902,0.026683363837780562,0.10589075420121428
2012q3,47.69694161260426,0.06745401614397248,1.8869134363159428,0.037514886859865024,0.05643475664377426,0.10147307654026078,-0.10622905106448026
2012q4,47.36355738093358,0.07709329948908197,1.90019510730902,0.04663347326629568,0.06918026455537318,0.11436709471854785,0.009118586406430658
2013q1,47.014708259253275,0.07849823887287864,1.9142945544554455,0.055459494076208773,0.0811849629699072,0.11491047154776413,0.008826020809913092
2013q2,11.082447754118437,0.07205414012738853,8.120949631055502,0.14132165605095542,0.22275008963786302,0.11357117246324848,0.08586216197474665
