date,DayRec,DTA,StR,ROA,ROE,DTE,deltaROA
2009q4,5.072508705815008,0.1714272291647092,17.742699957680912,0.01695950389927652,0.038024015167474196,0.384348009269012,0.006346512133494268
2010q1,24.269695505074914,0.13903212422949265,3.708328354642132,0.011631697486960644,0.023677384327682932,0.2830126078301261,-0.005327806412315875
2010q2,23.753417167851282,0.13147063768815198,3.7889285303256997,0.010388110328895906,0.020701008099761085,0.2619893945574267,-0.0012435871580647375
2010q3,23.175270108043215,0.12410718150729405,3.8834498834498836,0.009177091900783516,0.017920540997464075,0.24234995773457313,-0.0012110184281123905
2010q4,6.046010457916731,0.13186347682252794,14.885849210226347,0.008956307741961511,0.01808259346745948,0.2662295349026635,-0.00022078415882200407
2011q1,23.160570772511072,0.13863181354587692,3.8859145952836203,0.00876364597892192,0.018233259981138006,0.2884313109085193,-0.0001926617630395918
2011q2,17.558324130314745,0.14170592128313933,5.125773925349372,0.007241016856775801,0.01524465207769855,0.2983362019506598,-0.001522629122146119
2011q3,14.494748975409836,0.1449740974258062,6.209145129224652,0.005622264166097747,0.01198835417023463,0.3091282753896215,-0.001618752690678054
2011q4,3.767427608395894,0.1444468313641246,23.88897925986173,0.04047261009667025,0.08046467925172973,0.28717861108738363,0.0348503459305725
2012q1,20.274227283290728,0.17386416498681967,4.439133425034388,0.0035664444099860445,0.007587628865979382,0.3698969072164948,-0.0369061656866842
2012q2,10.573338023214914,0.16426301188660875,8.511976047904191,0.007146662747331484,0.016395515468262664,0.3768439686419961,0.0035802183373454394
2012q3,7.724056335464494,0.15561375938536756,11.651908801696713,0.01037192247249869,0.02560124127230411,0.384104818550125,0.003225259725167206
